ID_Venta,Fecha,ID_Cliente,ID_Producto,Canal,Estado,Unidades,Precio_Unitario,Descuento,Costo_Unitario,Costo_Envio
V03732,2024-04-07,C018,P007,E-commerce,Confirmada,1,118.55,0.0,63.86,17.04
V03404,2024-12-11,C001,P002,E-commerce,Confirmada,1,453.31,0.08,270.45,15.03
V00469,2024-10-02,C035,P009,Tienda fisica,Confirmada,3,127.81,0.0,75.57,0.85
V03771,2025-03-19,C053,P007,E-commerce,Confirmada,6,126.94,0.0,68.18,29.48
V02244,2025-04-19,C032,P006,E-commerce,Confirmada,8,69.92,0.0,38.02,50.93
V01931,2024-12-13,C008,P007,E-commerce,Confirmada,1,120.61,0.15,64.76,12.64
V01933,2025-02-26,C020,P004,Tienda fisica,Confirmada,4,29.99,0.0,14.37,0.98
V00264,2024-11-23,C012,P002,Tienda fisica,Confirmada,1,448.27,0.0,273.68,1.4
V00085,2025-06-06,C035,P002,Tienda fisica,Confirmada,1,469.35,0.0,291.12,1.37
V01994,2024-06-17,C044,P002,E-commerce,Confirmada,2,455.12,0.0,269.18,20.64
V04757,2024-01-30,C055,P010,Tienda fisica,Confirmada,7,35.93,0.0,18.18,1.86
V02351,2024-11-18,C044,P001,Tienda fisica,Confirmada,  1 ,  1200.73 ,0.0,732.16,  3.04 
V03127,2025-12-30,C011,P008,E-commerce,Confirmada,2,88.5,0.0,52.55,31.35
V05133,2024-02-28,C046,P009,Tienda fisica,Confirmada,1,132.17,0.0,76.91,0.62
V03322,2025-07-19,C031,P010,Tienda fisica,Confirmada,6,37.69,0.0,19.47,0.7
V04464,2024-03-11,C050,P002,E-commerce,Confirmada,2,449.0,0.08,274.94,25.9
V00171,2024-07-07,C046,P009,Tienda fisica,Confirmada,2,128.29,0.0,74.65,3.17
V04670,2024-08-11,C043,P004,Tienda fisica,Confirmada,3,28.65,0.0,13.22,3.81
V04504,2025-11-09,C035,P009,Tienda fisica,Confirmada,2,137.55,0.0,82.21,2.28
V02834,2024-03-09,C025,P001,E-commerce,Confirmada,3,1204.3,0.0,754.79,20.17
V00476,2024-12-21,C025,P009,Tienda fisica,Confirmada,3,127.91,0.0,74.68,1.12
V00390,2024-12-03,C022,P005,Tienda fisica,Confirmada,8,93.31,0.0,47.47,0.62
V03138,2024-04-21,C051,P004,Tienda fisica,Confirmada,6,28.36,0.0,13.26,0.17
V04848,2025-07-28,C005,P004,Tienda fisica,Confirmada,6,30.51,0.0,14.83,2.2
V02550,2025-06-04,C030,P004,E-commerce,Confirmada,7,29.52,0.0,14.55,42.09
V01058,2025-06-10,C021,P001,Tienda fisica,Confirmada,6,1293.56,0.0,803.86,2.61
V01945,2024-12-05,C011,P004,Tienda fisica,Confirmada,7,28.84,0.0,13.59,1.41
V01995,2024-11-28,C010,P007,E-commerce,Confirmada,1,121.08,0.15,64.2,12.81
V03754,2024-10-06,C002,P002,Tienda fisica,Confirmada,  3 ,  463.45 ,0.0,269.99,  0.66 
V02812,2025-05-07,C016,P001,E-commerce,Confirmada,4,1271.42,0.1,807.02,31.9
V03919,2025-11-05,C006,P008,Tienda fisica,Confirmada,7,91.68,0.0,51.83,2.99
V04125,2025-06-04,C026,P007,E-commerce,Confirmada,2,125.89,0.0,68.24,18.24
V00575,2025-01-02,C019,P007,E-commerce,Confirmada,5,127.75,0.1,68.53,34.39
V00662,2025-10-17,C012,P009,Tienda fisica,Confirmada,3,136.02,0.0,81.89,2.5
V00878,2025-12-01,C052,P010,E-commerce,Confirmada,2,37.88,0.0,19.69,27.89
V01765,2025-11-04,C015,P010,Tienda fisica,Confirmada,1,37.37,0.0,19.5,2.27
V01137,2024-09-04,C010,P004,Tienda fisica,Confirmada,13,27.97,0.0,13.24,3.6
V01329,2025-02-06,C034,P010,E-commerce,Confirmada,2,36.83,0.15,19.31,27.72
V03073,2024-04-10,C044,P008,Tienda fisica,Confirmada,6,86.78,0.0,47.87,3.81
V03472,2024-04-16,C012,P002,Tienda fisica,Confirmada,7,462.25,0.1,267.96,0.96
V04481,2025-12-14,C050,P004,E-commerce,Confirmada,4,29.51,0.05,14.38,20.37
V01274,2025-12-22,C054,P004,Tienda fisica,Confirmada,7,29.24,0.0,14.75,3.58
V02002,2025-04-22,C032,P004,Tienda fisica,Confirmada,8,29.9,0.0,14.31,0.55
V00322,2025-09-09,C010,P006,Tienda fisica,Confirmada,7,69.61,0.05,38.02,3.49
V00670,2024-08-20,C030,P003,E-commerce,Confirmada,19,1631.07,0.08,1127.39,73.43
V01827,2024-12-02,C005,P001,Tienda fisica,Confirmada,  2 ,  1217.58 ,0.0,735.75,  1.13 
V03292,2025-05-31,C013,P004,E-commerce,Confirmada,5,29.85,0.0,14.42,35.39
V02823,2024-08-13,C016,P010,Tienda fisica,Confirmada,3,34.99,0.0,18.2,2.04
V03201,2025-06-20,C040,P010,E-commerce,Confirmada,4,36.79,0.0,19.5,18.2
V04675,2024-11-29,C059,P004,Tienda fisica,Confirmada,7,28.44,0.0,13.53,3.12
V00380,2025-09-13,C021,P007,Tienda fisica,Confirmada,1,128.83,0.0,69.51,3.5
V02008,2025-02-08,C016,P004,E-commerce,Confirmada,5,29.41,0.1,14.32,18.96
V02164,2024-11-28,C045,P010,E-commerce,Confirmada,1,35.44,0.0,18.0,13.62
V03098,2024-12-18,C035,P001,E-commerce,Confirmada,1,1197.05,0.05,732.17,26.75
V01101,2024-11-20,C020,P004,Tienda fisica,Confirmada,7,28.02,0.0,13.21,3.29
V03723,2024-03-05,C046,P007,Tienda fisica,Confirmada,1,122.08,0.0,62.4,1.85
V01100,2025-12-16,C007,P003,Tienda fisica,Confirmada,8,1720.88,0.0,1206.65,2.49
V01894,2025-07-17,C010,P005,E-commerce,Confirmada,1,103.2,0.08,52.38,27.3
V03663,2024-11-01,C035,P010,Tienda fisica,Confirmada,1,34.51,0.0,17.65,0.54
V02294,2025-10-14,C016,P004,E-commerce,Confirmada,4,30.31,0.0,14.79,27.02
V01375,2024-07-26,C025,P002,Tienda fisica,Confirmada,5,460.28,0.0,272.32,2.87
V03160,2024-11-22,C028,P007,Tienda fisica,Confirmada,1,122.97,0.0,62.84,2.07
V00741,2024-02-15,C052,P009,E-commerce,Confirmada,  2 ,  129.41 ,0.0,76.73,  21.59 
V02764,2025-05-07,C001,P004,Tienda fisica,Confirmada,7,29.79,0.0,14.86,3.8
V00112,2025-05-03,C025,P004,E-commerce,Confirmada,8,30.29,0.1,14.85,36.1
V02332,2024-02-16,C051,P010,Tienda fisica,Confirmada,3,35.49,0.0,17.91,1.13
V03799,2025-09-12,C003,P002,E-commerce,Confirmada,2,470.66,0.1,296.29,19.74
V00702,2025-10-24,C002,P010,Tienda fisica,Confirmada,6,38.13,0.0,19.06,1.45
V01993,2024-03-14,C043,P008,E-commerce,Confirmada,8,83.87,0.08,48.09,46.34
V05036,2025-01-08,C005,P007,E-commerce,Confirmada,9,125.27,0.1,67.78,30.71
V01778,2024-08-09,C038,P009,Tienda fisica,Confirmada,6,129.57,0.0,75.18,0.63
V02399,2025-10-25,C035,P008,E-commerce,Confirmada,2,91.94,0.05,51.18,22.73
V00505,2024-01-19,C056,P005,E-commerce,Confirmada,5,95.23,0.1,47.13,31.86
V04508,2025-05-25,C021,P003,E-commerce,Confirmada,3,1744.58,0.0,1225.08,28.74
V00064,2025-04-22,C032,P008,E-commerce,Confirmada,11,91.74,0.0,52.67,50.29
V01342,2024-12-06,C052,P009,E-commerce,Confirmada,4,130.32,0.0,76.94,27.18
V02860,2025-10-11,C031,P008,Tienda fisica,Confirmada,9,91.37,0.0,51.46,1.8
V04143,2024-10-30,C012,P007,Tienda fisica,Confirmada,6,121.51,0.0,63.27,2.38
V01809,2024-06-02,C002,P004,Tienda fisica,Confirmada,5,28.0,0.0,13.22,2.19
V01528,2024-01-21,C050,P007,Tienda fisica,Confirmada,  1 ,  120.34 ,0.0,62.83,  1.0 
V02798,2025-07-06,C040,P004,E-commerce,Confirmada,6,30.25,0.08,14.33,40.28
V03256,2025-07-15,C011,P009,E-commerce,Confirmada,6,139.76,0.0,81.55,19.01
V01633,2025-03-27,C035,P010,E-commerce,Confirmada,6,36.68,0.0,19.55,36.34
V01954,2024-10-29,C021,P010,Tienda fisica,Confirmada,11,35.53,0.0,17.93,2.55
V00133,2025-06-26,C026,P002,E-commerce,Confirmada,2,478.42,0.0,296.72,19.12
V04208,2025-07-31,C010,P005,Tienda fisica,Confirmada,7,100.46,0.0,51.57,3.14
V01617,2024-12-01,C056,P010,Tienda fisica,Confirmada,2,35.34,0.1,17.89,2.51
V03659,2024-03-20,C050,P009,E-commerce,Confirmada,1,130.26,0.08,76.65,15.08
V05092,2024-06-28,C055,P005,E-commerce,Confirmada,5,96.18,0.05,47.69,24.81
V01516,2024-07-06,C005,P004,Tienda fisica,Confirmada,5,28.53,0.0,13.18,3.3
V01863,2024-05-12,C006,P007,Tienda fisica,Confirmada,6,120.34,0.0,64.31,2.19
V01418,2024-01-12,C052,P007,Tienda fisica,Confirmada,2,120.81,0.0,63.54,1.32
V04089,2025-02-06,C040,P010,Tienda fisica,Confirmada,2,37.39,0.0,19.19,3.93
V00482,2025-11-08,C006,P007,Tienda fisica,Confirmada,8,127.72,0.0,68.84,3.84
V03954,2024-03-25,C032,P006,Tienda fisica,Confirmada,2,64.98,0.0,35.0,2.1
V01148,2024-10-07,C012,P004,E-commerce,Confirmada,3,28.52,0.0,13.29,23.61
V02576,2024-12-18,C015,P009,Tienda fisica,Confirmada,  6 ,  129.89 ,0.0,77.48,  2.37 
V04352,2024-06-13,C045,P010,Tienda fisica,Confirmada,5,35.53,0.0,17.56,2.71
V03335,2025-12-19,C021,P003,Tienda fisica,Confirmada,4,1755.94,0.0,1197.92,1.96
V03611,2025-09-29,C045,P005,E-commerce,Confirmada,2,102.77,0.05,51.28,14.68
V01767,2024-11-15,C001,P005,Tienda fisica,Confirmada,11,93.78,0.0,47.39,0.56
V01534,2025-06-05,C048,P004,Tienda fisica,Confirmada,2,29.73,0.0,14.45,2.49
V05216,2024-02-17,C046,P008,E-commerce,Anulada,2,86.63,0.05,48.1,25.92
V01298,2025-02-11,C054,P006,E-commerce,Confirmada,9,68.92,0.0,39.15,26.47
V03577,2024-03-29,C019,P009,E-commerce,Confirmada,4,133.78,0.0,74.99,21.29
V01302,2024-09-05,C012,P008,E-commerce,Confirmada,3,87.22,0.15,47.41,15.85
V03008,2025-11-18,C041,P005,Tienda fisica,Confirmada,1,98.9,0.1,52.72,2.4
V00065,2025-09-18,C041,P009,E-commerce,Confirmada,6,137.8,0.08,82.07,37.86
V01444,2024-09-21,C042,P010,Tienda fisica,Confirmada,1,34.6,0.0,17.53,2.36
V02893,2024-06-02,C008,P005,Tienda fisica,Confirmada,5,93.84,0.0,47.45,1.01
V02177,2025-09-02,C005,P005,E-commerce,Confirmada,6,99.71,0.0,52.91,38.86
V00793,2024-06-24,C031,P006,Tienda fisica,Confirmada,3,65.18,0.0,35.68,1.11
V03270,2025-07-22,C031,P007,Tienda fisica,Confirmada,1,130.27,0.0,68.02,1.46
V01975,2025-03-17,C016,P001,E-commerce,Confirmada,  2 ,  1254.54 ,0.08,792.37,  19.12 
V04055,2025-01-27,C051,P004,E-commerce,Confirmada,5,29.4,0.1,14.34,22.01
V02405,2025-10-21,C045,P001,E-commerce,Confirmada,3,1303.44,0.05,820.12,16.87
V02319,2025-09-05,C035,P004,E-commerce,Confirmada,11,30.54,0.0,14.5,37.09
V02596,2024-06-01,C025,P008,Tienda fisica,Confirmada,3,84.08,0.05,48.42,0.77
V02261,2024-12-18,C042,P004,E-commerce,Confirmada,1,28.8,0.15,13.56,12.63
V02926,2025-11-23,C039,P002,E-commerce,Confirmada,5,486.04,0.1,296.8,33.06
V01095,2025-01-13,C042,P007,E-commerce,Confirmada,7,130.08,0.05,69.88,43.86
V01952,2024-08-29,C050,P001,Tienda fisica,Confirmada,7,1200.16,0.0,753.28,3.81
V04437,2024-04-02,C051,P008,Tienda fisica,Confirmada,3,83.82,0.0,47.88,1.46
V05138,2025-07-19,C056,P010,E-commerce,Confirmada,3,36.68,0.08,19.3,32.53
V01007,2024-07-09,C002,P005,E-commerce,Confirmada,7,93.65,0.15,47.02,32.25
V02726,2024-01-06,C037,P010,Tienda fisica,Confirmada,5,34.69,0.0,17.73,0.04
V02097,2024-01-30,C021,P009,Tienda fisica,Confirmada,2,132.21,0.0,74.86,3.39
V00906,2025-08-23,C054,P010,E-commerce,Confirmada,5,36.77,0.0,19.63,27.17
V03636,2025-10-18,C048,P009,Tienda fisica,Confirmada,3,140.75,0.0,83.29,3.48
V04999,2024-06-03,C054,P008,E-commerce,Confirmada,4,84.18,0.08,47.07,20.0
V00657,2025-06-01,C029,P007,E-commerce,Confirmada,  1 ,  129.11 ,0.08,69.42,  14.36 
V04814,2025-02-18,C043,P010,Tienda fisica,Confirmada,2,38.05,0.0,19.5,0.72
V03483,2024-06-05,C056,P001,E-commerce,Confirmada,1,1226.87,0.0,745.39,26.63
V00271,2025-10-25,C045,P004,Tienda fisica,Confirmada,9,30.19,0.0,14.3,2.83
V04181,2024-10-25,C060,P007,E-commerce,Confirmada,1,119.2,0.0,64.5,21.19
V04580,2024-05-07,C005,P009,E-commerce,Confirmada,9,132.03,0.0,74.79,20.33
V03757,2025-04-07,C005,P007,E-commerce,Confirmada,1,128.98,0.0,68.69,23.59
V04315,2024-06-29,C045,P010,Tienda fisica,Confirmada,3,35.44,0.0,18.01,2.78
V03376,2024-03-02,C003,P007,Tienda fisica,Confirmada,5,118.3,0.0,64.42,2.29
V04137,2025-11-23,C050,P009,Tienda fisica,Confirmada,1,136.12,0.0,83.14,3.34
V03191,2025-02-24,C015,P002,Tienda fisica,Confirmada,16,488.0,0.0,295.99,2.51
V00307,2024-07-12,C043,P009,Tienda fisica,Confirmada,7,132.35,0.0,76.9,2.97
V01055,2024-03-02,C021,P005,E-commerce,Confirmada,3,97.26,0.05,48.93,25.26
V03006,2024-06-21,C040,P004,Tienda fisica,Confirmada,3,28.57,0.0,13.28,0.05
V00318,2025-02-07,C029,P007,E-commerce,Confirmada,6,130.47,0.0,69.99,27.97
V04766,2025-10-02,C056,P002,Tienda fisica,Confirmada,5,483.76,0.0,299.25,1.76
V02369,2025-04-08,C010,P009,Tienda fisica,Confirmada,1,141.93,0.0,81.67,2.98
V05176,2025-11-18,C060,P007,Tienda fisica,Confirmada,  4 ,  130.16 ,0.0,68.95,  3.27 
V03779,2024-03-20,C031,P008,Tienda fisica,Confirmada,7,85.94,0.0,48.89,3.76
V00814,2025-06-05,C014,P008,E-commerce,Confirmada,3,90.93,0.0,51.4,30.66
V04193,2024-09-26,C025,P006,Tienda fisica,Confirmada,8,66.71,0.0,35.82,3.19
V02487,2025-11-29,C019,P008,Tienda fisica,Confirmada,2,91.57,0.0,52.54,1.49
V03505,2025-11-07,C015,P004,E-commerce,Confirmada,10,29.61,0.0,14.45,40.59
V02845,2025-06-21,C005,P005,E-commerce,Confirmada,6,103.66,0.0,51.31,40.78
V03979,2025-04-23,C005,P009,E-commerce,Confirmada,1,135.76,0.1,82.79,21.89
V01425,2025-03-27,C028,P001,Tienda fisica,Confirmada,4,1309.77,0.0,821.85,3.09
V00129,2025-07-16,C020,P004,Tienda fisica,Confirmada,2,30.53,0.1,14.53,2.26
V03538,2024-08-21,C041,P004,Tienda fisica,Confirmada,8,28.17,0.05,13.42,3.96
V04986,2025-02-28,C026,P004,E-commerce,Confirmada,5,29.72,0.15,14.72,20.0
V04548,2024-09-01,C016,P005,Tienda fisica,Confirmada,3,97.4,0.0,47.94,1.6
V00226,2025-12-06,C039,P003,Tienda fisica,Confirmada,4,1738.2,0.1,1229.28,3.68
V01988,2025-07-31,C035,P001,E-commerce,Confirmada,1,1288.98,0.0,811.04,14.05
V00208,2024-02-04,C051,P008,E-commerce,Confirmada,1,85.07,0.0,47.16,15.02
V01506,2025-07-27,C010,P010,Tienda fisica,Confirmada,1,37.22,0.0,19.62,0.27
V00987,2024-06-27,C051,P010,E-commerce,Confirmada,  4 ,  35.06 ,0.08,17.91,  26.23 
V00160,2024-08-30,C048,P010,Tienda fisica,Confirmada,2,34.67,0.0,18.05,0.91
V04493,2025-11-06,C054,P010,Tienda fisica,Confirmada,3,37.92,0.0,19.72,3.27
V00750,2024-10-04,C010,P004,Tienda fisica,Confirmada,4,28.46,0.0,13.36,1.87
V03607,2024-11-11,C055,P007,E-commerce,Confirmada,2,120.21,0.0,64.38,18.57
V00047,2025-12-07,C001,P007,E-commerce,Confirmada,1,128.78,0.15,68.64,13.14
V04567,2025-10-24,C051,P007,E-commerce,Confirmada,3,128.73,0.05,68.68,21.23
V03580,2025-05-29,C016,P002,Tienda fisica,Confirmada,2,489.98,0.0,290.97,0.48
V04422,2025-06-12,C030,P009,E-commerce,Confirmada,6,135.62,0.0,82.08,39.53
V02401,2024-02-24,C031,P004,Tienda fisica,Confirmada,1,27.97,0.0,13.57,2.22
V00502,2025-11-14,C005,P007,Tienda fisica,Confirmada,2,125.9,0.0,68.14,2.31
V04539,2025-12-31,C028,P002,E-commerce,Confirmada,1,482.51,0.08,301.25,15.4
V01535,2025-12-16,C060,P001,Tienda fisica,Confirmada,7,1302.52,0.05,816.61,0.7
V02041,2025-05-01,C035,P010,E-commerce,Confirmada,4,37.64,0.08,19.49,29.29
V02395,2024-10-14,C011,P008,Tienda fisica,Confirmada,1,86.82,0.0,48.62,0.5
V00866,2024-12-30,C043,P004,Tienda fisica,Confirmada,6,27.69,0.0,13.67,2.08
V01244,2025-02-18,C053,P005,E-commerce,Confirmada,3,103.71,0.08,51.91,30.8
V03261,2024-10-27,C047,P001,E-commerce,Confirmada,  6 ,  1200.23 ,0.1,753.32,  41.11 
V03403,2025-11-19,C032,P004,E-commerce,Confirmada,7,29.31,0.0,14.6,39.63
V04399,2025-08-11,C047,P004,Tienda fisica,Confirmada,23,30.02,0.05,14.62,1.19
V01866,2024-03-18,C021,P005,Tienda fisica,Confirmada,4,94.9,0.05,47.59,0.6
V00252,2025-09-22,C033,P010,E-commerce,Confirmada,10,37.55,0.0,19.56,28.98
V00567,2025-09-05,C035,P010,E-commerce,Confirmada,1,36.74,0.08,19.55,16.57
V01172,2025-12-29,C017,P004,E-commerce,Confirmada,8,29.42,0.0,14.83,36.75
V01696,2025-04-15,C016,P010,E-commerce,Confirmada,2,37.46,0.0,19.52,26.48
V03814,2025-06-18,C032,P009,Tienda fisica,Confirmada,2,136.73,0.0,81.38,0.74
V01682,2025-11-06,C049,P001,Tienda fisica,Confirmada,1,1254.63,0.0,814.13,2.7
V03401,2024-12-11,C001,P009,Tienda fisica,Confirmada,4,128.54,0.0,76.8,3.84
V02269,2025-06-30,C026,P004,E-commerce,Confirmada,9,29.85,0.1,14.68,37.38
V04441,2025-05-22,C029,P005,E-commerce,Confirmada,8,103.02,0.0,51.24,32.89
V02162,2024-07-25,C013,P007,Tienda fisica,Confirmada,2,122.14,0.05,63.11,0.38
V05132,2025-03-19,C005,P003,Tienda fisica,Confirmada,2,1752.75,0.0,1194.63,1.64
V01965,2024-12-13,C034,P002,Tienda fisica,Confirmada,3,450.23,0.0,274.37,0.95
V02688,2025-05-25,C031,P009,Tienda fisica,Confirmada,6,135.55,0.0,82.45,3.86
V04879,2024-12-24,C037,P006,E-commerce,Confirmada,  2 ,  66.78 ,0.1,35.4,  18.25 
V00238,2025-11-06,C026,P010,E-commerce,Confirmada,2,36.52,0.0,19.09,12.74
V01697,2025-08-05,C015,P004,E-commerce,Confirmada,3,30.49,0.0,14.4,28.03
V05152,2025-08-22,C056,P005,E-commerce,Confirmada,26,99.98,0.0,52.87,87.62
V04470,2025-01-27,C036,P007,Tienda fisica,Confirmada,1,130.11,0.0,69.61,0.68
V02416,2025-07-26,C002,P008,E-commerce,Confirmada,2,88.31,0.0,51.44,28.44
V00187,2024-03-15,C035,P005,E-commerce,Confirmada,4,93.78,0.1,48.04,25.54
V03463,2025-04-29,C050,P004,Tienda fisica,Confirmada,6,29.63,0.0,14.33,1.81
V04780,2024-12-01,C017,P004,Tienda fisica,Confirmada,4,27.86,0.0,13.58,2.78
V00024,2025-07-04,C007,P004,E-commerce,Confirmada,12,29.85,0.0,14.71,43.4
V02787,2025-12-07,C057,P005,E-commerce,Confirmada,9,100.26,0.08,51.92,45.21
V03492,2025-08-01,C005,P003,Tienda fisica,Confirmada,2,1799.13,0.0,1233.31,1.14
V03764,2024-01-16,C022,P006,E-commerce,Confirmada,7,66.24,0.1,34.98,39.09
V01873,2024-08-13,C019,P007,Tienda fisica,Confirmada,8,122.67,0.0,63.83,0.66
V01381,2025-10-14,C038,P006,Tienda fisica,Confirmada,3,70.26,0.0,38.01,1.98
V02558,2025-02-15,C027,P003,Tienda fisica,Confirmada,13,1789.19,0.0,1205.6,3.66
V02216,2025-09-12,C009,P009,E-commerce,Confirmada,5,141.03,0.0,82.55,24.86
V00015,2025-05-02,C016,P006,E-commerce,Confirmada,  4 ,  70.93 ,0.08,39.19,  18.2 
V04651,2025-06-17,C025,P009,E-commerce,Confirmada,1,138.11,0.0,82.9,23.77
V01677,2024-06-16,C025,P002,E-commerce,Confirmada,4,454.16,0.0,270.7,19.8
V04341,2025-11-10,C038,P004,E-commerce,Confirmada,7,29.11,0.0,14.67,18.45
V03641,2025-08-05,C021,P002,E-commerce,Confirmada,1,475.53,0.15,299.24,24.62
V02568,2024-03-22,C020,P009,Tienda fisica,Confirmada,2,128.0,0.0,75.23,2.83
V04812,2024-08-24,C014,P008,Tienda fisica,Confirmada,2,84.51,0.05,48.61,1.84
V03503,2024-01-13,C016,P004,E-commerce,Confirmada,3,27.98,0.0,13.58,20.62
V01614,2024-10-19,C026,P010,Tienda fisica,Confirmada,1,34.32,0.0,18.16,1.87
V04775,2025-10-21,C047,P010,Tienda fisica,Confirmada,5,37.0,0.0,19.45,0.3
V01367,2025-12-22,C049,P008,E-commerce,Confirmada,9,92.6,0.05,52.3,28.51
V02338,2024-01-26,C045,P008,E-commerce,Confirmada,2,85.08,0.0,48.42,19.35
V05106,2025-10-13,C010,P010,E-commerce,Confirmada,2,36.56,0.0,19.16,26.0
V00021,2024-07-30,C030,P008,E-commerce,Confirmada,6,84.42,0.05,48.31,39.09
V04082,2024-11-14,C055,P004,Tienda fisica,Confirmada,2,28.52,0.0,13.4,1.15
V02422,2025-07-22,C001,P006,E-commerce,Confirmada,5,69.63,0.0,38.75,33.66
V04958,2024-05-29,C030,P002,E-commerce,Confirmada,1,461.64,0.0,268.41,25.08
V02173,2024-10-22,C017,P005,E-commerce,Confirmada,  12 ,  96.43 ,0.15,48.46,  58.14 
V05219,2025-06-23,C036,P007,E-commerce,Anulada,1,130.06,0.0,69.41,27.55
V02475,2025-09-17,C023,P004,Tienda fisica,Confirmada,7,29.64,0.0,14.4,3.6
V02592,2024-09-19,C040,P007,Tienda fisica,Confirmada,1,122.69,0.0,64.16,1.99
V05254,2025-09-14,C060,P004,E-commerce,Confirmada,,30.05,0.0,14.63,16.63
V01271,2024-10-12,C010,P010,Tienda fisica,Confirmada,1,35.71,0.0,18.03,0.3
V02432,2025-09-21,C059,P005,E-commerce,Confirmada,23,102.14,0.1,52.85,81.54
V02781,2024-08-02,C002,P009,Tienda fisica,Confirmada,4,132.4,0.0,75.89,1.07
V05084,2025-09-26,C051,P007,E-commerce,Confirmada,9,127.47,0.0,68.84,45.26
V04941,2025-09-22,C052,P005,E-commerce,Confirmada,5,102.75,0.0,53.07,25.65
V00184,2025-06-23,C058,P010,Tienda fisica,Confirmada,5,36.79,0.0,19.71,2.49
V01813,2024-03-29,C052,P001,E-commerce,Confirmada,2,1195.74,0.1,730.84,22.5
V01807,2025-01-12,C035,P006,E-commerce,Confirmada,4,69.95,0.15,38.55,23.0
V03099,2024-07-07,C030,P004,E-commerce,Confirmada,4,28.34,0.1,13.5,26.59
V04366,2024-10-04,C045,P005,Tienda fisica,Confirmada,13,97.69,0.0,48.64,0.91
V03339,2025-03-07,C054,P006,E-commerce,Confirmada,6,70.89,0.0,37.85,37.12
V02476,2025-02-21,C049,P008,E-commerce,Confirmada,3,89.39,0.1,53.09,29.87
V00641,2024-10-11,C047,P001,Tienda fisica,Confirmada,  2 ,  1186.15 ,0.1,753.82,  1.19 
V03710,2024-12-13,C025,P004,Tienda fisica,Confirmada,6,27.99,0.0,13.25,3.2
V04250,2024-06-26,C015,P010,E-commerce,Confirmada,3,34.63,0.15,17.96,17.98
V04709,2024-10-04,C034,P004,Tienda fisica,Confirmada,6,27.91,0.0,13.59,1.37
V00877,2025-05-07,C025,P003,E-commerce,Confirmada,1,1736.61,0.0,1200.83,15.37
V00088,2025-09-03,C040,P010,E-commerce,Confirmada,1,37.42,0.1,19.17,25.87
V04856,2024-07-09,C010,P005,E-commerce,Confirmada,7,97.38,0.0,48.31,22.87
V02035,2024-11-15,C035,P001,E-commerce,Confirmada,1,1218.29,0.08,735.78,18.67
V03976,2024-03-22,C010,P002,E-commerce,Confirmada,6,448.12,0.15,273.74,24.61
V04656,2025-12-23,C045,P009,E-commerce,Confirmada,2,140.04,0.1,83.6,23.65
V03394,2025-07-29,C020,P002,E-commerce,Confirmada,6,473.09,0.15,289.62,36.36
V03173,2024-07-22,C050,P005,E-commerce,Confirmada,5,94.54,0.0,48.25,34.14
V04588,2025-03-16,C030,P008,Tienda fisica,Confirmada,4,89.87,0.0,52.63,0.94
V01139,2025-03-17,C025,P001,E-commerce,Confirmada,1,1266.16,0.0,803.94,22.21
V02884,2025-04-03,C001,P009,E-commerce,Confirmada,9,138.75,0.15,81.45,23.35
V03993,2025-11-18,C025,P002,E-commerce,Confirmada,2,477.88,0.0,295.75,30.49
V00965,2025-07-11,C010,P008,Tienda fisica,Confirmada,2,91.54,0.0,52.69,2.24
V01582,2025-12-19,C035,P009,E-commerce,Confirmada,  9 ,  141.32 ,0.15,82.84,  52.64 
V03926,2024-11-12,C035,P006,Tienda fisica,Confirmada,5,65.24,0.0,35.89,3.84
V00431,2024-10-08,C014,P007,Tienda fisica,Confirmada,1,120.82,0.0,63.61,0.59
V01350,2025-09-05,C047,P004,Tienda fisica,Confirmada,6,29.41,0.0,14.61,3.27
V03289,2024-01-26,C045,P008,Tienda fisica,Confirmada,7,86.37,0.0,48.67,3.84
V01983,2025-09-21,C035,P001,Tienda fisica,Confirmada,5,1294.92,0.0,797.57,2.28
V02782,2025-07-07,C039,P002,Tienda fisica,Confirmada,1,487.37,0.0,297.15,2.38
V02039,2024-07-05,C043,P007,E-commerce,Confirmada,5,118.02,0.0,64.28,27.67
V05079,2025-12-18,C060,P010,E-commerce,Confirmada,2,36.42,0.15,19.68,25.88
V00446,2025-09-27,C056,P001,E-commerce,Confirmada,1,1288.86,0.05,795.57,18.68
V03628,2025-09-17,C058,P010,E-commerce,Confirmada,10,37.81,0.1,19.08,49.87
V00274,2024-05-11,C022,P005,E-commerce,Confirmada,2,97.28,0.0,48.17,30.37
V01817,2025-10-24,C035,P008,Tienda fisica,Confirmada,6,89.71,0.0,51.6,3.96
V00335,2024-10-24,C010,P010,Tienda fisica,Confirmada,2,35.49,0.0,18.01,3.85
V01899,2025-04-26,C045,P004,E-commerce,Confirmada,10,30.55,0.0,14.66,28.09
V04395,2024-11-26,C028,P008,Tienda fisica,Confirmada,1,84.85,0.0,47.41,3.7
V02036,2025-05-31,C016,P010,Tienda fisica,Confirmada,3,37.48,0.0,19.44,0.07
V01893,2024-08-09,C025,P004,Tienda fisica,Confirmada,  8 ,  27.71 ,0.05,13.22,  2.18 
V04720,2025-05-24,C050,P010,E-commerce,Confirmada,1,37.45,0.15,19.49,17.42
V00468,2024-03-06,C055,P002,Tienda fisica,Confirmada,3,443.93,0.0,272.69,1.0
