ID_Venta;Fecha;ID_Cliente;ID_Producto;Unidades;Precio_Unitario;Descuento;Costo_Unitario;Canal;Estado
V00618;15/04/2025;C0021;P0031;29;144606.83;0.15;85075.28;Mayorista;Confirmada
V00333;08/01/2023;C0038;P0026;40;105786.45;0.1;75912.18;Online;Confirmada
V00492;06/11/2025;C0004;P0026;22;101650.05;0;75912.18;SUCURSAL;Confirmada
V00244;02/09/2024;C0046;P0014;28;12412.05;0.05;7133.98;Mayorista;Confirmada
V00219;10/07/2025;C0033;P0034;26;143104.23;0.05;73820.76;SUCURSAL;Confirmada
V00075;04/03/2025;C0028;P0006;13;150152.37;0;82826.49;SUCURSAL;Confirmada
V00596;09/09/2023;C0031;P0029;2;63814.68;0;35426.88;online;Confirmada
V00222;15/11/2025;C0050;P0039;25;37458.82;0;20257.15;Sucursal;Confirmada
V00362;29/05/2024;C0005;P0009;21;44678.67;0.15;24765.50;SUCURSAL;Confirmada
V01042;07/06/2023;C0048;P0003;32;89534.10;0.1;59237.27;SUCURSAL;Confirmada
V01139;02/07/2024;C0052;P0012;11;90654.15;0.05;62788.01;online;Confirmada
V00908;29/11/2025;C0008;P0039;27;33323.23;0.15;20257.15;online;Confirmada
V01094;07/03/2024;C0051;P0009;2;42225.22;0;24765.50;SUCURSAL;Confirmada
V00568;09/05/2023;C0032;P0003;31;91647.61;0;59237.27;Mayorista;Confirmada
V00444;09/10/2025;C0037;P0039;14;34462.23;0.1;20257.15;Online;Confirmada
V00535;10/12/2023;C0047;P0037;25;28988.99;0.15;20637.97;Sucursal;Confirmada
V00762;13/12/2024;C0042;P0007;15;29362.62;0;18589.68;Sucursal;Confirmada
V00964;23/07/2025;C0005;P0030;2;155752.26;0;79943.46;online;Confirmada
V00268;10/02/2023;C0037;P0011;3;77537.32;0;42100.64;Sucursal;Confirmada
V00690;17/09/2024;C0034;P0039;13;36294.80;0.05;20257.15;Online;Confirmada
V00989;08/06/2025;C0048;P0019;34;41486.23;0.1;24035.97;Sucursal;Confirmada
V01191;06/11/2025;C0054;P0039;19;36281.78;0.15;20257.15;Sucursal;Confirmada
V00766;29/10/2023;C0027;P0037;33;27477.47;0;20637.97;SUCURSAL;Confirmada
V00610;10/05/2025;C0042;P0033;17;164084.49;0.15;87592.08;Mayorista;Confirmada
V00613;13/11/2024;C0005;P0021;18;50506.48;0.1;30386.28;Online;Confirmada
V00962;24/10/2024;C0011;P0035;7;92144.75;0.1;69092.63;Mayorista;Confirmada
V00681;15/11/2025;C0051;P0012;9;87401.80;0;62788.01;Mayorista;Confirmada
V00422;18/08/2025;C0043;P0037;22;29822.15;0;20637.97;Online;Confirmada
V01195;04/03/2025;C0033;P0021;10;48969.53;0.15;30386.28;Online;Confirmada
V00770;19/05/2025;C0024;P0026;15;113389.89;0.15;75912.18;online;Confirmada
V00466;18/06/2025;C0021;P0034;35;144951.01;0.15;73820.76;Sucursal;Confirmada
V00062;26/08/2024;C0039;P0035;14;99324.26;0;69092.63;online;Anulada
V00144;16/07/2025;C0002;P0031;35;131467.48;0.05;85075.28;Online;Confirmada
V00893;28/10/2025;C0024;P0012;11;94552.87;0;62788.01;SUCURSAL;Confirmada
V01114;17/05/2023;C0010;P0040;40;80840.06;0.15;59058.47;SUCURSAL;Confirmada
V00650;24/07/2024;C0019;P0007;32;28980.39;0.1;18589.68;Online;Confirmada
V00142;03/08/2024;C0013;P0004;40;79863.12;0.15;45750.64;Mayorista;Confirmada
V00379;26/09/2023;C0027;P0029;33;58504.64;0;35426.88;online;Confirmada
V01129;28/07/2024;C0041;P0001;39;144733.39;0;88805.39;Online;Confirmada
V00356;03/09/2025;C0018;P0003;9;101327.79;0;59237.27;SUCURSAL;Confirmada
V00098;13/09/2023;C0004;P0029;6;59548.02;0;35426.88;online;Confirmada
V00287;08/03/2023;C0016;P0005;37;143964.14;0;76381.11;SUCURSAL;Confirmada
V00588;30/06/2023;C0047;P0010;29;27662.41;0;15802.18;Online;Confirmada
V01125;09/04/2025;C0035;P0020;12;86959.12;0;45649.19;Mayorista;Confirmada
V00867;16/01/2025;C0039;P0035;7;106413.40;0.05;69092.63;SUCURSAL;Confirmada
V00093;14/08/2023;;P0028;38;138570.52;0;83697.81;Mayorista;Confirmada
V00183;13/09/2025;C0049;P0019;1;40784.74;0.15;24035.97;Mayorista;Confirmada
V00086;04/10/2023;C0040;P0007;14;25698.25;0.05;18589.68;SUCURSAL;Confirmada
V00132;24/11/2023;C0039;P0010;29;25334.49;0;15802.18;SUCURSAL;Confirmada
V00308;26/12/2024;;P0002;14;77073.97;0.1;45022.51;Online;Confirmada
V00783;10/07/2023;C0025;P0026;23;106768.19;0;75912.18;Mayorista;Confirmada
V01116;02/06/2024;C0016;P0029;38;65468.16;0.1;35426.88;Online;Confirmada
V00004;29/05/2023;C0014;P0002;40;81831.17;0;45022.51;Online;Confirmada
V00097;10/04/2024;C0059;P0024;30;81129.15;0.1;54866.45;Online;Confirmada
V00037;19/05/2023;C0004;P0005;2;131976.70;0.15;76381.11;online;Confirmada
V00606;29/12/2024;C0046;P0027;37;122312.34;0;61799.54;Online;Confirmada
V00861;22/01/2025;C0044;P0019;22;43361.32;0.1;24035.97;Online;Confirmada
V00556;11/04/2024;C0015;P0037;14;27193.99;0.15;20637.97;Mayorista;Confirmada
V00367;22/04/2024;C0042;P0029;36;64100.50;0;35426.88;Online;Confirmada
V00793;19/11/2025;C0043;P0038;1;51397.26;0.15;30948.72;Sucursal;Confirmada
V00128;21/10/2025;C0056;P0037;13;30179.77;0;20637.97;Mayorista;Confirmada
V00746;17/11/2023;C0005;P0011;11;69943.81;0.15;42100.64;online;Confirmada
V00157;12/01/2024;C0007;P0001;28;137618.79;0.15;88805.39;Sucursal;Confirmada
V00079;25/07/2023;C0013;P0036;3;13342.59;0.1;9624.01;Mayorista;Confirmada
V00129;29/12/2023;C0047;P0038;25;48623.32;0;30948.72;Mayorista;Confirmada
V00842;09/04/2025;C0013;P0022;12;142956.53;0.15;77007.76;Online;Confirmada
V01031;10/11/2023;C0011;P0020;2;86745.73;0.15;45649.19;Online;Confirmada
V00997;28/07/2024;C0012;P0032;27;64913.71;0;41511.75;Online;Confirmada
V00195;16/11/2023;C0057;P0029;27;63988.34;0;35426.88;online;Confirmada
V01093;22/04/2025;C0019;P0016;2;7713.95;0;5355.27;online;Confirmada
V00049;12/12/2024;C0040;P0003;35;94908.92;0;59237.27;online;Confirmada
V00185;09/01/2023;C0053;P0011;15;70456.56;0;42100.64;Online;Confirmada
V00002;26/07/2023;C0002;P0007;29;30013.85;0;18589.68;online;Confirmada
V00238;09/05/2025;C0060;P0011;19;74050.22;0;42100.64;Online;Confirmada
V00478;16/03/2024;C0038;P0006;18;139542.17;0.05;82826.49;Mayorista;Confirmada
V00662;08/07/2024;C0013;P0001;12;132216.46;0;88805.39;Mayorista;Confirmada
V00460;01/07/2024;C0014;P0009;14;41070.74;0.1;24765.50;Online;Confirmada
V01153;23/06/2025;C0028;P0017;33;31174.80;0.1;21329.37;SUCURSAL;Confirmada
V00703;01/12/2023;C0020;P0018;10;35068.45;0;27465.62;online;Confirmada
V00683;22/05/2025;C0056;P0035;34;96368.01;0;69092.63;Online;Confirmada
V00451;18/01/2024;C0030;P0012;8;98172.60;0;62788.01;Sucursal;Confirmada
V00023;03/07/2025;C0043;P0001;2;131357.42;0;88805.39;SUCURSAL;Confirmada
V00564;14/07/2025;C0030;P0017;31;34440.09;0.05;21329.37;Online;Confirmada
V00798;23/05/2024;C0049;P0035;5;106350.03;0.1;69092.63;SUCURSAL;Confirmada
V00827;03/07/2025;C0043;P0024;10;84877.79;0;54866.45;Online;Confirmada
V00163;08/07/2023;C0045;P0010;26;25393.06;0;15802.18;Mayorista;Confirmada
V00108;09/12/2025;C0006;P0026;5;105941.02;0;75912.18;SUCURSAL;Confirmada
V00325;21/01/2025;C0018;P0018;25;36345.51;0;27465.62;Mayorista;Confirmada
V00745;17/04/2024;C0005;P0021;39;48093.62;0.15;30386.28;SUCURSAL;Confirmada
V00063;23/04/2023;C0024;P0037;4;26908.13;0;20637.97;online;Confirmada
V00331;13/02/2024;C0049;P0019;11;41704.84;0.15;24035.97;Sucursal;Confirmada
V00241;22/03/2025;C0010;P0006;24;138301.15;0;82826.49;online;Confirmada
V00387;17/12/2023;C0015;P0003;10;91783.39;0.15;59237.27;SUCURSAL;Confirmada
V00709;13/11/2024;C0034;P0036;2;15155.33;0;9624.01;SUCURSAL;Confirmada
V00755;03/11/2024;C0021;P0017;23;31380.71;0.15;21329.37;Mayorista;Confirmada
V00580;23/10/2025;C0035;P0040;34;84440.06;0;59058.47;Mayorista;Confirmada
V00193;27/06/2024;C0044;P0026;24;106381.21;0.15;75912.18;online;Confirmada
V00309;30/06/2025;C0011;P0001;28;128022.87;0;88805.39;Mayorista;Confirmada
V00747;16/12/2024;C0016;P0040;3;82288.83;0.05;59058.47;online;Confirmada
V01025;30/07/2025;C0042;P0023;25;67659.81;0.1;40158.54;Online;Confirmada
V00733;15/02/2024;C0036;P0034;29;146074.56;0.15;73820.76;Mayorista;Confirmada
V01117;05/07/2023;C0047;P0014;33;12684.73;0;7133.98;SUCURSAL;Confirmada
V00889;29/09/2025;C0018;P0003;34;88802.83;0.1;59237.27;Mayorista;Confirmada
V00259;05/02/2024;C0050;P0003;40;97271.83;0.15;59237.27;Mayorista;Confirmada
V00663;13/11/2024;C0036;P0038;15;53529.39;0;30948.72;Online;Confirmada
V00424;31/03/2025;C0011;P0022;35;130655.47;0.1;77007.76;Mayorista;Confirmada
V00239;19/02/2024;C0021;P0015;7;99004.29;0;52751.77;SUCURSAL;Confirmada
V00452;02/09/2023;C0008;P0023;23;65019.75;0;40158.54;Sucursal;Confirmada
V00033;21/10/2025;C0052;P0014;31;12049.48;0.05;7133.98;Online;Confirmada
V00022;29/07/2023;C0043;P0013;3;37542.16;0.05;26313.27;Mayorista;Confirmada
V00113;03/07/2024;C0002;P0031;18;143921.88;0;85075.28;Sucursal;Confirmada
V01046;18/10/2024;C0055;P0034;29;131178.08;0;73820.76;Mayorista;Confirmada
V00803;01/07/2025;C0044;P0012;8;101348.41;0.1;62788.01;Online;Confirmada
V00959;20/12/2024;C0009;P0039;19;34761.91;0.1;20257.15;Sucursal;Confirmada
V00952;23/04/2025;C0036;P0038;15;55319.83;0.15;30948.72;SUCURSAL;Confirmada
V00432;09/02/2024;C0018;P0010;22;27865.30;0.1;15802.18;SUCURSAL;Confirmada
V00335;03/10/2023;C0035;P0001;17;131331.80;0.1;88805.39;SUCURSAL;Confirmada
V00267;07/07/2023;C0045;P0034;32;141141.75;0;73820.76;Online;Confirmada
V00531;15/11/2025;C0047;P0031;8;139153.37;0.1;85075.28;online;Confirmada
V00501;30/05/2023;C0033;P0006;8;148928.33;0;82826.49;SUCURSAL;Confirmada
V00680;16/05/2024;C0018;P0017;23;34281.44;0.1;21329.37;Online;Confirmada
V01039;10/11/2025;C0033;P0024;2;78584.40;0;54866.45;SUCURSAL;Confirmada
V01057;16/01/2024;C0039;P0026;4;111348.43;0;75912.18;Sucursal;Confirmada
V00512;21/03/2024;C0038;P0002;19;76934.63;0;45022.51;SUCURSAL;Confirmada
V00844;14/05/2024;C0014;P0037;28;29578.40;0;20637.97;Mayorista;Confirmada
V00881;28/09/2024;C0046;P0035;39;107213.66;0;69092.63;Mayorista;Confirmada
V00026;24/05/2025;C0014;P0026;3;115819.29;0.1;75912.18;online;Confirmada
V00797;23/09/2024;C0014;P0025;24;70207.09;0;39839.56;online;Anulada
V00565;24/02/2024;C0019;P0014;35;13778.61;0.15;7133.98;Mayorista;Confirmada
V00177;27/08/2024;C0018;P0026;24;102923.58;0.05;75912.18;Online;Confirmada
V00036;28/11/2023;C0016;P0004;40;75693.33;0.1;45750.64;Sucursal;Confirmada
V00247;29/01/2023;C0015;P0036;37;15209.90;0.1;9624.01;Online;Confirmada
V00961;18/03/2025;C0017;P0003;16;91611.24;0;59237.27;Mayorista;Confirmada
V00785;13/07/2025;C0040;P0018;18;38014.12;0.15;27465.62;Online;Confirmada
V00543;01/05/2024;C0005;P0030;25;137772.84;0;79943.46;Sucursal;Confirmada
V00181;09/03/2024;C0042;P0025;17;74397.12;0.05;39839.56;SUCURSAL;Confirmada
V00255;07/07/2025;C0042;P0002;18;81650.15;0.1;45022.51;Mayorista;Confirmada
V00612;25/09/2024;C0041;P0038;21;54782.72;0;30948.72;Online;Confirmada
V00589;05/09/2025;C0013;P0015;30;107375.99;0;52751.77;online;Confirmada
V00430;02/08/2023;C0056;P0012;37;87878.19;0.15;62788.01;Online;Confirmada
V00506;02/03/2024;C0020;P0035;25;101923.14;0;69092.63;SUCURSAL;Confirmada
V00587;08/11/2024;C0047;P0018;25;37564.65;0;27465.62;Online;Confirmada
V00843;01/08/2024;C0008;P0007;22;25962.51;0;18589.68;Online;Confirmada
V00780;23/01/2023;C0043;P0026;9;112550.74;0.1;75912.18;SUCURSAL;Confirmada
V01021;07/11/2025;C0013;P0026;10;107406.70;0;75912.18;Mayorista;Confirmada
V00323;09/02/2025;C0033;P0007;39;28621.41;0.15;18589.68;online;Confirmada
V00990;04/06/2025;C0031;P0026;29;114208.23;0;75912.18;online;Confirmada
V00938;13/08/2025;C0046;P0014;20;13704.53;0.05;7133.98;SUCURSAL;Confirmada
V00645;29/11/2023;C0025;P0028;6;127259.81;0.05;83697.81;Sucursal;Confirmada
V01192;17/12/2023;C0047;P0019;11;43306.49;0.15;24035.97;Mayorista;Confirmada
V01132;24/12/2025;C0005;P0018;5;39341.73;0;27465.62;SUCURSAL;Confirmada
V01064;28/06/2025;C0023;P0023;39;67690.33;0;40158.54;SUCURSAL;Confirmada
V01051;16/10/2024;C0044;P0030;24;143208.12;0.1;79943.46;online;Confirmada
V00264;21/12/2024;C0046;P0014;21;13675.54;0.05;7133.98;Online;Confirmada
V00691;25/09/2025;C0035;P0019;27;46375.76;0.05;24035.97;online;Confirmada
V00664;16/01/2023;C0022;P0019;27;44334.25;0.15;24035.97;SUCURSAL;Confirmada
V00319;22/07/2025;;P0004;38;78910.23;0;45750.64;Mayorista;Confirmada
V00507;29/03/2025;C0049;P0032;28;59865.74;0;41511.75;Online;Confirmada
V00934;07/10/2023;C0015;P0006;12;143874.56;0.05;82826.49;Sucursal;Confirmada
V00376;26/10/2025;C0008;P0036;2;13747.60;0;9624.01;Mayorista;Confirmada
V00597;09/01/2025;C0018;P0010;19;28697.07;0;15802.18;SUCURSAL;Confirmada
V00454;11/02/2025;C0035;P0028;13;125782.95;0;83697.81;Mayorista;Confirmada
V00044;24/11/2025;C0018;P0018;29;35458.83;0.15;27465.62;Sucursal;Confirmada
V00772;17/09/2025;C0018;P0022;24;133038.44;0.1;77007.76;Mayorista;Confirmada
V00584;04/04/2023;C0055;P0035;6;107590.34;0.15;69092.63;online;Confirmada
V01017;14/09/2024;C0034;P0006;27;136306.28;0.05;82826.49;Mayorista;Confirmada
V00811;08/05/2024;C0008;P0001;29;147635.32;0.15;88805.39;online;Confirmada
V00490;13/09/2023;C0060;P0029;8;62864.28;0.05;35426.88;Online;Confirmada
V00208;14/09/2024;C0029;P0040;25;88906.27;0;59058.47;SUCURSAL;Confirmada
V00439;06/06/2023;C0047;P0017;11;31461.15;0.05;21329.37;online;Confirmada
V00937;06/09/2023;C0021;P0003;13;93974.01;0;59237.27;Mayorista;Confirmada
V00259;05/02/2024;C0050;P0003;40;97271.83;0.15;59237.27;Mayorista;Confirmada
V00020;10/07/2024;C0039;P0031;38;144762.90;0;85075.28;Mayorista;Confirmada
V01113;28/02/2025;C0011;P0005;38;143015.23;0.05;76381.11;online;Confirmada
V00988;23/03/2023;C0052;P0006;34;139546.12;0;82826.49;SUCURSAL;Confirmada
V00311;10/05/2025;C0008;P0037;27;28738.23;0.05;20637.97;Online;Confirmada
V00262;02/12/2025;C0009;P0009;11;40243.85;0;24765.50;online;Confirmada
V00461;22/03/2023;C0017;P0001;13;130733.41;0;88805.39;online;Confirmada
V00429;07/02/2024;C0004;P0033;2;155884.89;0.1;87592.08;Online;Confirmada
V00626;19/06/2025;C0019;P0015;32;94903.23;0.15;52751.77;Online;Confirmada
V00869;17/01/2023;C0024;P0009;6;39801.79;0;24765.50;Sucursal;Confirmada
V01080;01/05/2024;C0008;P0030;19;140179.56;0.1;79943.46;Online;Confirmada
V00172;07/12/2023;C0043;P0002;1;81818.75;0.1;45022.51;Online;Confirmada
V00608;09/10/2024;C0054;P0027;7;127239.62;0;61799.54;SUCURSAL;Confirmada
V00714;17/11/2024;C0010;P0003;7;92752.62;0.15;59237.27;online;Confirmada
V00693;09/11/2024;C0041;P0018;29;39021.98;0;27465.62;SUCURSAL;Confirmada
V00464;09/08/2025;C0053;P0032;40;65216.31;0;41511.75;online;Confirmada
V00727;04/03/2025;C0024;P0026;19;101015.79;0.15;75912.18;Online;Confirmada
V00493;16/05/2024;C0033;P0020;28;84605.49;0;45649.19;Online;Confirmada
V00860;31/05/2023;C0039;P0010;26;26820.25;0.1;15802.18;Online;Confirmada
V01041;27/04/2025;C0001;P0039;8;35494.82;0.1;20257.15;Mayorista;Confirmada
V00337;04/02/2024;C0011;P0017;6;34192.85;0;21329.37;Sucursal;Confirmada
V00629;09/11/2024;C0034;P0009;11;38917.18;0.05;24765.50;Sucursal;Confirmada
V00441;30/12/2024;C0051;P0023;39;60573.63;0;40158.54;online;Confirmada
V00723;21/02/2025;C0008;P0015;32;104297.42;0;52751.77;Sucursal;Confirmada
V00001;05/07/2025;C0033;P0033;40;163083.75;0.15;87592.08;online;Confirmada
V01197;16/08/2023;C0042;P0028;30;134302.69;0;83697.81;Sucursal;Confirmada
V00305;13/09/2023;C0027;P0040;3;84633.16;0;59058.47;Mayorista;Confirmada
V00431;02/11/2024;C0009;P0006;38;130528.72;0.1;82826.49;Online;Confirmada
V00552;28/04/2025;C0010;P0019;19;45948.09;0;24035.97;Online;Confirmada
V00749;02/12/2023;C0031;P0030;38;149817.12;0.05;79943.46;Online;Confirmada
V00082;22/08/2023;C0022;P0014;28;13133.82;0.15;7133.98;Online;Confirmada
V01058;19/12/2023;C0010;P0004;18;74965.68;0;45750.64;SUCURSAL;Confirmada
V00788;24/07/2025;C0002;P0021;21;n/d;0.15;30386.28;online;Confirmada
V01182;29/06/2023;C0002;P0018;31;38030.61;0;27465.62;Mayorista;Confirmada
V00944;15/09/2025;C0047;P0010;23;27352.02;0;15802.18;online;Confirmada
V00201;18/01/2024;C0006;P0034;6;128500.74;0;73820.76;Mayorista;Confirmada
V00707;05/09/2025;C0044;P0038;6;48711.80;0.05;30948.72;online;Confirmada
V00685;01/10/2024;C0034;P0022;12;139074.09;0;77007.76;Sucursal;Confirmada
V00161;16/06/2024;C0045;P0014;10;13917.82;0;7133.98;online;Confirmada
V01054;23/10/2023;C0034;P0023;13;66521.32;0.15;40158.54;Sucursal;Confirmada
V01181;02/06/2023;C0027;P0030;5;155072.43;0;79943.46;Mayorista;Confirmada
V00511;21/06/2023;C0040;P0007;2;28892.18;0;18589.68;Mayorista;Confirmada
V00054;14/07/2024;C0017;P0021;37;53977.71;0.05;30386.28;Mayorista;Confirmada
V01044;17/05/2024;C0036;P0016;21;7489.86;0;5355.27;online;Confirmada
V01052;09/09/2024;C0054;P0001;30;126698.70;0.15;88805.39;online;Confirmada
V00284;31/01/2024;C0001;P0006;2;134178.65;0.15;82826.49;Mayorista;Confirmada
V00288;14/06/2023;C0014;P0004;40;75820.60;0.1;45750.64;SUCURSAL;Confirmada
V00058;23/02/2023;C0014;P0033;6;161829.73;0;87592.08;Mayorista;Confirmada
V01108;27/08/2023;C0009;P0004;13;85821.68;0.05;45750.64;SUCURSAL;Confirmada
V00474;18/12/2023;C0056;P0021;11;50164.84;0.1;30386.28;Online;Confirmada
V00275;01/09/2025;C0053;P0015;22;98738.20;0.05;52751.77;SUCURSAL;Confirmada
V00973;05/11/2025;C0016;P0022;28;141631.29;0.05;77007.76;SUCURSAL;Confirmada
V00230;07/04/2025;C0042;P0031;1;152772.65;0;85075.28;Mayorista;Confirmada
V00143;10/06/2025;C0028;P0003;35;100739.57;0;59237.27;online;Confirmada
V00605;26/09/2024;C0039;P0004;27;74628.48;0.05;45750.64;Mayorista;Confirmada
V01079;01/02/2023;C0039;P0027;13;123966.37;0.1;61799.54;Online;Confirmada
V00698;07/06/2023;C0038;P0021;17;48064.89;0;30386.28;Online;Confirmada
V00529;14/02/2023;C0005;P0001;2;145750.32;0.05;88805.39;Sucursal;Confirmada
V00370;19/11/2023;C0004;P0024;37;80314.17;0.1;54866.45;Mayorista;Confirmada
V00742;22/01/2025;C0025;P0010;22;25571.95;0;15802.18;Sucursal;Confirmada
V00633;05/12/2023;C0025;P0012;5;95293.67;0.05;62788.01;Sucursal;Confirmada
V00895;25/06/2023;C0010;P0033;36;157951.78;0.05;87592.08;Mayorista;Confirmada
V00223;21/03/2025;C0016;P0004;37;81475.24;0.15;45750.64;online;Confirmada
V01030;13/05/2023;C0031;P0002;39;85524.59;0;45022.51;SUCURSAL;Confirmada
V00819;09/09/2025;C0038;P0009;35;43359.48;0;24765.50;Online;Confirmada
V00877;23/06/2025;C0009;P0013;29;35470.73;0;26313.27;Online;Confirmada
V00573;06/08/2023;C0059;P0023;12;61702.26;0.05;40158.54;Sucursal;Confirmada
V01036;20/12/2025;C0050;P0018;8;35892.99;0;27465.62;Online;Confirmada
V00382;29/12/2025;C0052;P0003;13;101508.02;0.15;59237.27;Sucursal;Confirmada
V00095;22/01/2023;C0036;P0035;18;105150.99;0;69092.63;Online;Confirmada
V00526;09/02/2025;C0046;P0005;32;151311.87;0.15;76381.11;Mayorista;Confirmada
V00154;26/02/2024;C0025;P0017;11;34839.08;0.05;21329.37;online;Confirmada
V00225;09/04/2025;C0044;P0012;13;99630.68;0;62788.01;online;Confirmada
V00502;21/09/2023;C0041;P0029;22;61431.85;0.05;35426.88;online;Confirmada
V00019;06/07/2024;C0055;P0034;36;127971.18;0;73820.76;online;Confirmada
V00343;05/08/2025;C0053;P0032;10;64607.92;0.15;41511.75;Online;Confirmada
V00316;11/03/2025;C0011;P0023;14;66642.67;0;40158.54;online;Confirmada
V00455;04/04/2024;C0025;P0007;8;27844.03;0;18589.68;Online;Confirmada
V00865;12/09/2025;C0043;P0008;20;166438.60;0.15;87430.92;Mayorista;Confirmada
V01137;30/08/2024;C0031;P0015;6;97841.26;0;52751.77;Sucursal;Confirmada
V01189;09/09/2023;C0023;P0007;21;26540.03;0.15;18589.68;Sucursal;Confirmada
V00260;19/02/2024;C0046;P0023;10;67356.55;0.05;40158.54;Online;Confirmada
V00505;19/11/2025;C0060;P0025;11;73484.73;0;39839.56;Sucursal;Confirmada
V00514;31/01/2023;C0015;P0025;5;74523.94;0;39839.56;Online;Confirmada
V00541;24/12/2024;C0033;P0017;13;33371.71;0.05;21329.37;Mayorista;Confirmada
V00661;25/10/2024;C0024;P0020;36;84992.34;0.05;45649.19;Sucursal;Confirmada
V00231;26/07/2024;C0017;P0032;18;60639.27;0.1;41511.75;Online;Confirmada
V01010;13/01/2024;C0041;P0005;27;145528.04;0.1;76381.11;SUCURSAL;Confirmada
V01002;28/04/2025;C0014;P0020;34;76676.65;0;45649.19;SUCURSAL;Confirmada
V00528;18/09/2023;C0034;P0004;18;75399.68;0;45750.64;online;Confirmada
V00738;02/04/2023;C0015;P0005;38;132138.89;0;76381.11;online;Confirmada
V00911;14/08/2025;C0018;P0029;12;66502.25;0.15;35426.88;Mayorista;Confirmada
V00887;07/01/2024;C0055;P0013;34;38367.60;0;26313.27;SUCURSAL;Confirmada
V00273;22/12/2025;C0016;P0002;13;85994.39;0.05;45022.51;Mayorista;Confirmada
V00705;18/01/2024;C0005;P0021;22;50384.67;0.15;30386.28;Online;Confirmada
V00025;05/11/2023;C0036;P0012;13;93114.16;0;62788.01;Online;Confirmada
V00067;03/03/2023;C0012;P0004;40;81657.41;0;45750.64;SUCURSAL;Confirmada
V00634;18/12/2023;C0055;P0025;20;68847.51;0;39839.56;Sucursal;Confirmada
V00764;12/04/2024;C0030;P0005;3;137369.37;0.05;76381.11;SUCURSAL;Confirmada
V01168;24/04/2025;C0025;P0013;8;34725.74;0;26313.27;SUCURSAL;Confirmada
V00065;06/05/2025;C0040;P0037;17;27717.95;0.1;20637.97;Mayorista;Confirmada
V00402;04/01/2024;C0055;P0021;35;47749.05;0;30386.28;Online;Confirmada
V00833;27/05/2025;C0021;P0019;7;44117.38;0;24035.97;SUCURSAL;Confirmada
V00286;01/12/2023;C0031;P0031;16;147571.24;0.05;85075.28;Sucursal;Confirmada
V01059;31/03/2025;C0052;P0003;32;92033.73;0;59237.27;Mayorista;Confirmada
V00486;10/02/2023;C0038;P0002;28;83701.72;0.15;45022.51;SUCURSAL;Confirmada
V00624;21/07/2024;C0032;P0012;25;94175.64;0.1;62788.01;online;Confirmada
V00123;13/12/2023;C0033;P0009;17;41951.17;0;24765.50;Sucursal;Confirmada
V00913;26/06/2025;C0015;P0011;16;78889.26;0;42100.64;Online;Confirmada
V00667;13/11/2025;C0040;P0037;18;27287.75;0.15;20637.97;Online;Confirmada
V00674;15/04/2024;C0059;P0004;7;82138.54;0;45750.64;Mayorista;Confirmada
V00413;01/10/2024;C0020;P0029;33;58500.88;0;35426.88;SUCURSAL;Confirmada
V00109;10/07/2024;C0030;P0019;2;44748.93;0;24035.97;SUCURSAL;Confirmada
V00459;28/09/2023;C0045;P0016;6;6854.98;0;5355.27;Mayorista;Confirmada
V00804;29/12/2025;C0048;P0004;35;75545.33;0;45750.64;Sucursal;Confirmada
V00420;23/06/2024;C0014;P0030;36;155003.86;0.1;79943.46;online;Confirmada
V00672;05/09/2025;C0028;P0006;19;142958.79;0.1;82826.49;online;Confirmada
V00839;17/09/2023;C0008;P0016;21;7239.75;0.05;5355.27;Mayorista;Confirmada
V00912;04/06/2024;C0051;P0035;25;98807.85;0.15;69092.63;Sucursal;Confirmada
V00572;08/05/2025;C0008;P0009;7;42935.15;0.1;24765.50;SUCURSAL;Confirmada
V00718;30/12/2024;C0020;P0021;5;50978.65;0.15;30386.28;online;Confirmada
V00756;15/08/2023;C0017;P0009;15;43449.20;0;24765.50;Sucursal;Confirmada
V00293;03/04/2025;C0051;P0022;4;140214.77;0;77007.76;Mayorista;Confirmada
V00820;09/04/2023;C0057;P0009;4;43972.95;0.05;24765.50;Mayorista;Confirmada
V00437;26/04/2023;C0038;P0036;24;14307.21;0.15;9624.01;Mayorista;Confirmada
V00394;20/12/2024;C0003;P0011;13;78535.57;0.15;42100.64;Sucursal;Confirmada
V00622;11/04/2024;C0029;P0038;38;54092.15;0.15;30948.72;Mayorista;Confirmada
V00814;02/08/2025;C0053;P0012;26;96626.72;0;62788.01;Mayorista;Confirmada
V00701;15/08/2025;C0030;P0031;27;133068.61;0;85075.28;Online;Confirmada
V00106;13/08/2023;C0005;P0036;6;14620.15;0.15;9624.01;online;Confirmada
V00377;28/12/2023;C0035;P0028;8;139630.90;0.1;83697.81;Mayorista;Confirmada
V00963;07/06/2024;C0019;P0001;24;127531.44;0.1;88805.39;online;Confirmada
V00175;28/11/2025;C0046;P0013;27;40351.65;0.15;26313.27;Mayorista;Confirmada
V00536;01/04/2024;C0044;P0029;9;61972.69;0.05;35426.88;Online;Confirmada
V00465;25/09/2023;C0003;P0028;22;144620.60;0;83697.81;Sucursal;Confirmada
V00923;25/07/2025;C0023;P0019;19;43755.72;0;24035.97;Online;Confirmada
V00771;26/12/2023;C0027;P0031;28;131157.77;0.05;85075.28;SUCURSAL;Confirmada
V00077;23/05/2023;C0013;P0011;5;69707.55;0;42100.64;Sucursal;Confirmada
V00623;02/03/2023;C0024;P0037;15;30002.32;0;20637.97;online;Confirmada
